alx,aly,alz,glx,gly,glz,arx,ary,arz,grx,gry,grz,Activity,subject
1.5979,-9.6921,0.093872,0.038961,-0.8105100000000001,-0.73674,-9.0404,-3.8271,0.28781,-0.51569,-1.0041,0.032327999999999996,0,subject1
1.7087,-9.6135,0.036413,0.038961,-0.8105100000000001,-0.73674,-9.1283,-3.5986,0.14299,-0.50392,-0.99795,0.040948000000000005,0,subject1
1.801,-9.6031,0.08993999999999999,0.038961,-0.8105100000000001,-0.73674,-9.0239,-3.7063,0.36677,-0.50392,-0.99795,0.040948000000000005,0,subject1
1.4127,-9.5936,0.044863,0.042672,-0.80675,-0.73477,-8.8995,-3.6281,0.1936,-0.50392,-0.99795,0.040948000000000005,0,subject1
1.6783,-9.6734,-0.0085515,0.042672,-0.80675,-0.73477,-9.0087,-3.6483,0.17175,-0.50392,-0.99795,0.040948000000000005,0,subject1
1.6058,-9.5244,0.039841,0.042672,-0.80675,-0.73477,-8.9974,-3.6786,0.13899,-0.50392,-0.99795,0.040948000000000005,0,subject1
1.7587,-9.4246,0.11928,0.042672,-0.80675,-0.73477,-9.0102,-3.568,0.1966,-0.50392,-0.99795,0.040948000000000005,0,subject1
1.9025,-9.5937,0.039341,0.046382,-0.8236399999999999,-0.74656,-9.2277,-3.6785,0.14941,-0.50392,-0.99795,0.040948000000000005,0,subject1
1.6271,-9.6335,0.013761,0.046382,-0.8236399999999999,-0.74656,-9.0129,-3.6568,0.31716,-0.49608,-0.97741,0.040948000000000005,0,subject1
1.7202,-9.6622,0.11742999999999999,0.046382,-0.8236399999999999,-0.74656,-8.9807,-3.6875,0.25313,-0.49608,-0.97741,0.040948000000000005,0,subject1
1.4869,-9.7809,0.12999000000000002,0.040816000000000005,-0.8086300000000001,-0.71906,-8.8438,-3.7197,0.032766,-0.49608,-0.97741,0.040948000000000005,0,subject1
1.7712,-9.7022,0.074268,0.040816000000000005,-0.8086300000000001,-0.71906,-9.0755,-3.3271,0.29198,-0.50588,-0.9958899999999999,0.025862,0,subject1
1.6202,-9.7602,0.21569000000000002,0.040816000000000005,-0.8086300000000001,-0.71906,-9.192,-3.6073,0.26755,-0.50588,-0.9958899999999999,0.025862,0,subject1
1.4304,-9.4863,-0.11625999999999999,0.040816000000000005,-0.8086300000000001,-0.71906,-9.1498,-3.7110000000000003,-0.10222,-0.50588,-0.9958899999999999,0.025862,0,subject1
1.6283,-9.6423,0.12792,0.03154,-0.8105100000000001,-0.71906,-9.0388,-3.6383,0.17225,-0.50588,-0.9958899999999999,0.025862,0,subject1
1.7916,-9.7022,0.074472,0.03154,-0.8105100000000001,-0.71906,-8.9878,-3.6187,0.13157,-0.5,-0.99384,0.032327999999999996,0,subject1
1.8114,-9.6529,0.056302,0.03154,-0.8105100000000001,-0.71906,-9.3867,-3.5194,0.06361499999999999,-0.5,-0.99384,0.032327999999999996,0,subject1
1.6484,-9.7326,0.0090219,0.048237,-0.82176,-0.7328100000000001,-9.1721,-3.5109,-0.092213,-0.5,-0.99384,0.032327999999999996,0,subject1
1.9141,-9.5822,0.19627999999999998,0.048237,-0.82176,-0.7328100000000001,-9.044,-3.6698,0.024846,-0.5019600000000001,-1.0103,0.028017,0,subject1
1.7529,-9.8302,0.15102000000000002,0.048237,-0.82176,-0.7328100000000001,-8.8143,-3.6996,0.044189,-0.5019600000000001,-1.0103,0.028017,0,subject1
1.7819999999999998,-9.6717,0.15924000000000002,0.037106,-0.81238,-0.7229899999999999,-8.8108,-3.4881,0.19018,-0.5019600000000001,-1.0103,0.028017,0,subject1
1.8234,-9.7111,0.17851,0.037106,-0.81238,-0.7229899999999999,-9.1832,-3.5504,-0.042104,-0.5019600000000001,-1.0103,0.028017,0,subject1
1.6701,-9.7413,0.12337999999999999,0.037106,-0.81238,-0.7229899999999999,-9.0635,-3.6101,-0.01384,-0.5019600000000001,-0.9958899999999999,0.023707,0,subject1
1.8242,-9.7103,0.2619,0.037106,-0.81238,-0.7229899999999999,-8.9949,-3.6794,0.055611,-0.5019600000000001,-0.9958899999999999,0.023707,0,subject1
1.692,-9.9098,0.10475999999999999,0.044527,-0.8236399999999999,-0.72692,-9.1587,-3.5885,0.15391,-0.5019600000000001,-0.9958899999999999,0.023707,0,subject1
1.6607,-9.8205,0.12975,0.044527,-0.8236399999999999,-0.72692,-9.0505,-3.4882,0.17976,-0.4902,-1.0062,0.019397,0,subject1
1.5759999999999998,-9.5836,0.057414,0.044527,-0.8236399999999999,-0.72692,-9.1376,-3.3895,0.049275,-0.4902,-1.0062,0.019397,0,subject1
1.5585,-9.7506,0.1843,0.042672,-0.8105100000000001,-0.72692,-9.0413,-3.4713,-0.1319,-0.4902,-1.0062,0.019397,0,subject1
1.6887,-9.5731,0.11115,0.042672,-0.8105100000000001,-0.72692,-9.0162,-3.4298,0.016008,-0.4902,-1.0062,0.019397,0,subject1
1.7931,-9.7008,0.22039,0.042672,-0.8105100000000001,-0.72692,-8.7834,-3.4009,-0.08671,-0.47843,-0.98357,0.0043103,0,subject1
1.8956,-9.6403,0.32861,0.042672,-0.8105100000000001,-0.72692,-9.078,-3.2698,0.024012000000000002,-0.47843,-0.98357,0.0043103,0,subject1
1.8022,-9.6118,0.2041,0.048237,-0.83114,-0.70727,-9.0734,-3.2912,-0.12289000000000001,-0.47843,-0.98357,0.0043103,0,subject1
1.6802,-9.7114,0.14581,0.048237,-0.83114,-0.70727,-9.0352,-3.2707,-0.069785,-0.47647,-1.0,-0.0064655,0,subject1
1.6284,-9.5322,0.24800999999999998,0.048237,-0.83114,-0.70727,-9.1444,-3.4205,-0.046023,-0.47647,-1.0,-0.0064655,0,subject1
1.692,-9.5998,0.41193,0.050093,-0.81989,-0.71709,-9.1972,-3.3929,-0.29465,-0.47647,-1.0,-0.0064655,0,subject1
1.7523,-9.7108,0.20906999999999998,0.050093,-0.81989,-0.71709,-9.361,-3.6342,-0.42128999999999994,-0.47647,-1.0,-0.0064655,0,subject1
1.9056,-9.5605,0.38478,0.050093,-0.81989,-0.71709,-8.993,-3.4309,-0.088211,-0.47647,-0.9876799999999999,-0.038793,0,subject1
1.5072,-9.5309,0.37185999999999997,0.050093,-0.81989,-0.71709,-9.2686,-3.542,-0.19793,-0.47647,-0.9876799999999999,-0.038793,0,subject1
1.8333,-9.5714,0.28976999999999997,0.042672,-0.83865,-0.70923,-9.0107,-3.6908,-0.080374,-0.47647,-0.9876799999999999,-0.038793,0,subject1
1.9876,-9.5601,0.42728999999999995,0.042672,-0.83865,-0.70923,-9.1456,-4.1011,-0.11130999999999999,-0.48235,-0.9897299999999999,-0.060345,0,subject1
2.0604,-9.6188,0.498,0.042672,-0.83865,-0.70923,-8.8341,-3.992,-0.1996,-0.48235,-0.9897299999999999,-0.060345,0,subject1
1.5594,-9.5298,0.48702,0.038961,-0.81801,-0.6994100000000001,-9.3466,-3.9114,-0.14349,-0.48235,-0.9897299999999999,-0.060345,0,subject1
1.9764,-9.3911,0.49813,0.038961,-0.81801,-0.6994100000000001,-9.3305,-3.95,0.00041688,-0.48235,-0.9897299999999999,-0.060345,0,subject1
1.9682,-9.7391,0.34523000000000004,0.038961,-0.81801,-0.6994100000000001,-9.1078,-4.1037,-0.37185,-0.4902,-0.9876799999999999,-0.094828,0,subject1
1.7224,-9.56,0.43506000000000006,0.055659,-0.8349,-0.70138,-9.0772,-4.1604,-0.041354,-0.4902,-0.9876799999999999,-0.094828,0,subject1
1.7543,-9.5187,0.60411,0.055659,-0.8349,-0.70138,-9.006,-4.1242,-0.42496000000000006,-0.4902,-0.9876799999999999,-0.094828,0,subject1
1.8053,-9.5987,0.5277,0.055659,-0.8349,-0.70138,-9.0919,-4.1522,-0.21803000000000003,-0.48627,-0.99179,-0.10776,0,subject1
1.8862,-9.6595,0.39006,0.055659,-0.8349,-0.70138,-9.0339,-3.9522,-0.21844,-0.48627,-0.99179,-0.10776,0,subject1
1.7651,-9.6681,0.51341,0.033395,-0.8442799999999999,-0.7053,-8.6763,-3.9913,-0.12665,-0.48627,-0.99179,-0.10776,0,subject1
1.8647,-9.5506,0.38487,0.033395,-0.8442799999999999,-0.7053,-9.0733,-3.9524,-0.23929,-0.48627,-0.99179,-0.10776,0,subject1
1.9567,-9.6104,0.34113000000000004,0.033395,-0.8442799999999999,-0.7053,-8.9438,-3.9921,-0.21001999999999998,-0.48039,-0.97536,-0.11638,0,subject1
1.7653,-9.6479,0.55609,0.029685000000000003,-0.8367700000000001,-0.68762,-8.9532,-4.1219,-0.18525999999999998,-0.48039,-0.97536,-0.11638,0,subject1
1.8055,-9.6485,0.49396,0.029685000000000003,-0.8367700000000001,-0.68762,-9.0049,-3.8921,-0.20501999999999998,-0.48039,-0.97536,-0.11638,0,subject1
1.7447,-9.5581,0.62287,0.029685000000000003,-0.8367700000000001,-0.68762,-8.6971,-4.084,-0.40212,-0.47843,-0.99384,-0.15947999999999998,0,subject1
1.9379,-9.5687,0.5513600000000001,0.029685000000000003,-0.8367700000000001,-0.68762,-8.7278,-3.8844,-0.44422,-0.47843,-0.99384,-0.15947999999999998,0,subject1
1.9180000000000001,-9.6383,0.52685,0.046382,-0.8330200000000001,-0.66994,-8.8614,-4.1424,-0.23836999999999997,-0.47843,-0.99384,-0.15947999999999998,0,subject1
1.7953,-9.5786,0.55986,0.046382,-0.8330200000000001,-0.66994,-8.9671,-3.9212,-0.12314000000000001,-0.47843,-0.99384,-0.15947999999999998,0,subject1
1.7459,-9.6669,0.6382800000000001,0.046382,-0.8330200000000001,-0.66994,-8.9722,-4.1322,-0.21703000000000003,-0.48039,-0.9815200000000001,-0.15733,0,subject1
1.7325,-9.3401,0.64407,0.044527,-0.8555299999999999,-0.69548,-8.747,-3.8448,-0.48391000000000006,-0.48039,-0.9815200000000001,-0.15733,0,subject1
1.7656,-9.6276,0.60919,0.044527,-0.8555299999999999,-0.69548,-8.642000000000001,-3.9561,-0.61447,-0.48039,-0.9815200000000001,-0.15733,0,subject1
1.8266,-9.5079,0.69912,0.044527,-0.8555299999999999,-0.69548,-8.7603,-3.9932,-0.32466,-0.49216000000000004,-0.9876799999999999,-0.17240999999999998,0,subject1
1.6117,-9.5785,0.56844,0.020408000000000003,-0.86116,-0.68566,-8.8833,-3.763,-0.30273,-0.49216000000000004,-0.9876799999999999,-0.17240999999999998,0,subject1
1.7844,-9.5192,0.5523,0.020408000000000003,-0.86116,-0.68566,-9.0135,-3.8227,-0.27447,-0.49216000000000004,-0.9876799999999999,-0.17240999999999998,0,subject1
1.7866,-9.657,0.63918,0.020408000000000003,-0.86116,-0.68566,-9.0213,-3.7437,-0.37469,-0.49216000000000004,-0.9876799999999999,-0.17240999999999998,0,subject1
2.1536,-9.5874,0.6671699999999999,0.020408000000000003,-0.86116,-0.68566,-9.1619,-4.1256,-0.56045,-0.47058999999999995,-0.9692,-0.18103,0,subject1
1.8895,-9.6762,0.70175,0.029685000000000003,-0.8442799999999999,-0.66994,-8.7816,-4.2054,-0.54361,-0.47058999999999995,-0.9692,-0.18103,0,subject1
1.9401,-9.6866,0.64966,0.029685000000000003,-0.8442799999999999,-0.66994,-9.0081,-3.9939999999999998,-0.39762,-0.47058999999999995,-0.9692,-0.18103,0,subject1
1.8578,-9.5373,0.72921,0.029685000000000003,-0.8442799999999999,-0.66994,-8.9309,-3.9432,-0.32216,-0.47647,-0.9815200000000001,-0.19612000000000002,0,subject1
1.7045,-9.5675,0.67409,0.020408000000000003,-0.8442799999999999,-0.68566,-9.0153,-3.7823,-0.23078,-0.47647,-0.9815200000000001,-0.19612000000000002,0,subject1
1.7879,-9.6757,0.74242,0.020408000000000003,-0.8442799999999999,-0.68566,-8.9432,-4.0654,-0.5366,-0.47647,-0.9815200000000001,-0.19612000000000002,0,subject1
1.8772,-9.4782,0.6906899999999999,0.020408000000000003,-0.8442799999999999,-0.68566,-9.1138,-3.9124,-0.23729,-0.47647,-0.9815200000000001,-0.19612000000000002,0,subject1
1.621,-9.4993,0.56208,0.020408000000000003,-0.8442799999999999,-0.68566,-8.6591,-3.9937,-0.36635,-0.49608,-0.97741,-0.17457,0,subject1
1.7942,-9.5497,0.47796000000000005,0.022262999999999998,-0.84991,-0.70334,-8.8788,-3.6117,-0.17017000000000002,-0.49608,-0.97741,-0.17457,0,subject1
1.632,-9.5686,0.56914,0.022262999999999998,-0.84991,-0.70334,-8.9996,-3.9436,-0.36385,-0.49608,-0.97741,-0.17457,0,subject1
1.6724,-9.559,0.53878,0.022262999999999998,-0.84991,-0.70334,-8.9956,-3.5928,-0.28381,-0.48235,-0.9692,-0.20474,0,subject1
1.5496,-9.5093,0.55045,0.029685000000000003,-0.85178,-0.67583,-8.8035,-3.9855,-0.5534399999999999,-0.48235,-0.9692,-0.20474,0,subject1
1.9175,-9.5888,0.52932,0.029685000000000003,-0.85178,-0.67583,-8.5976,-4.044,-0.40012,-0.48235,-0.9692,-0.20474,0,subject1
1.7055,-9.6765,0.66865,0.029685000000000003,-0.85178,-0.67583,-9.0682,-3.8544,-0.44272,-0.48235,-0.9692,-0.20474,0,subject1
1.7348,-9.7378,0.47838,0.029685000000000003,-0.85178,-0.67583,-8.9602,-3.7641,-0.40695,-0.47647,-0.95893,-0.21552,0,subject1
1.6107,-9.4395,0.60663,0.024118999999999998,-0.8555299999999999,-0.6778,-9.1378,-4.2366,-0.65975,-0.47647,-0.95893,-0.21552,0,subject1
1.4714,-9.8159,0.5864199999999999,0.024118999999999998,-0.8555299999999999,-0.6778,-8.8648,-4.015,-0.50283,-0.47647,-0.95893,-0.21552,0,subject1
1.6005,-9.5094,0.5405300000000001,0.024118999999999998,-0.8555299999999999,-0.6778,-9.0172,-3.9146,-0.45614,-0.49608,-0.96715,-0.22629000000000002,0,subject1
1.6312,-9.6494,0.40884000000000004,0.0,-0.84615,-0.69155,-9.1713,-3.963,-0.30232,-0.49608,-0.96715,-0.22629000000000002,0,subject1
1.6227,-9.7177,0.50951,0.0,-0.84615,-0.69155,-9.3782,-3.9641,-0.40654,-0.49608,-0.96715,-0.22629000000000002,0,subject1
1.6352,-9.6954,0.76075,0.0,-0.84615,-0.69155,-9.1376,-3.745,-0.49975,-0.49608,-0.96715,-0.22629000000000002,0,subject1
1.4702,-9.7271,0.5596,0.025974,-0.85741,-0.69155,-9.1687,-3.8642,-0.42238000000000003,-0.48039,-0.95688,-0.23706999999999998,0,subject1
1.3474,-9.5674,0.68093,0.025974,-0.85741,-0.69155,-9.0236,-4.032,-0.2016,-0.48039,-0.95688,-0.23706999999999998,0,subject1
1.6121,-9.4981,0.68705,0.025974,-0.85741,-0.69155,-9.0269,-3.9346,-0.45715,-0.48039,-0.95688,-0.23706999999999998,0,subject1
1.6855,-9.6961,0.6883,0.025974,-0.85741,-0.69155,-8.8081,-4.0538,-0.37977,-0.48627,-0.9527700000000001,-0.23706999999999998,0,subject1
1.7557,-9.7473,0.51978,0.018553,-0.85178,-0.6836899999999999,-8.9256,-3.9948,-0.48099,-0.48627,-0.9527700000000001,-0.23706999999999998,0,subject1
1.6923,-9.3595,0.6843600000000001,0.018553,-0.85178,-0.6836899999999999,-8.7458,-4.224,-0.3987,-0.48627,-0.9527700000000001,-0.23706999999999998,0,subject1
1.7141,-9.478,0.70991,0.018553,-0.85178,-0.6836899999999999,-8.7315,-4.0527,-0.26513000000000003,-0.48627,-0.9527700000000001,-0.23706999999999998,0,subject1
1.4973,-9.3206,0.61144,0.024118999999999998,-0.8442799999999999,-0.6778,-8.8559,-4.1043,-0.43438000000000004,-0.5,-0.9466100000000001,-0.25431,0,subject1
1.6125,-9.4977,0.7287399999999999,0.024118999999999998,-0.8442799999999999,-0.6778,-8.8347,-4.1048,-0.47607,-0.5,-0.9466100000000001,-0.25431,0,subject1
1.5526,-9.6163,0.7430399999999999,0.024118999999999998,-0.8442799999999999,-0.6778,-8.7059,-4.2738,-0.38036,-0.5,-0.9466100000000001,-0.25431,0,subject1
1.4695,-9.5178,0.69505,0.024118999999999998,-0.8442799999999999,-0.6778,-8.8083,-4.3328,-0.27914,-0.5,-0.9425100000000001,-0.26078,0,subject1
1.7266,-9.7158,0.69814,0.012987,-0.86492,-0.66601,-8.8707,-4.2057,-0.57487,-0.5,-0.9425100000000001,-0.26078,0,subject1
1.6632,-9.748,0.4459,0.012987,-0.86492,-0.66601,-8.9179,-4.1535,-0.35351,-0.5,-0.9425100000000001,-0.26078,0,subject1
1.6422,-9.4485,0.68983,0.012987,-0.86492,-0.66601,-8.9602,-4.0332,-0.31624,-0.5,-0.9425100000000001,-0.26078,0,subject1
1.6537,-9.6273,0.6393399999999999,0.012987,-0.86492,-0.66798,-9.005,-3.8854,-0.5380199999999999,-0.4902,-0.95483,-0.2694,0,subject1
1.4493,-9.5575,0.68245,0.012987,-0.86492,-0.66798,-9.0468,-4.114,-0.40362,-0.4902,-0.95483,-0.2694,0,subject1
1.7254,-9.817,0.47431999999999996,0.012987,-0.86492,-0.66798,-8.8953,-4.1046,-0.45523,-0.4902,-0.95483,-0.2694,0,subject1
1.6654,-9.8258,0.58786,0.012987,-0.86492,-0.66798,-8.9515,-4.1058,-0.58029,-0.47843,-0.94045,-0.27802,0,subject1
1.5130000000000001,-9.7151,0.7689600000000001,0.0037106,-0.86116,-0.6778,-8.8863,-4.0743,-0.43288000000000004,-0.47843,-0.94045,-0.27802,0,subject1
1.8369,-9.6378,0.57815,0.0037106,-0.86116,-0.6778,-8.7082,-4.0737,-0.37035,-0.47843,-0.94045,-0.27802,0,subject1
1.7137,-9.7185,0.42705,0.0037106,-0.86116,-0.6778,-8.8496,-3.8938,-0.38219000000000003,-0.47843,-0.94045,-0.27802,0,subject1
1.5019,-9.576,0.81747,0.0055658999999999995,-0.86492,-0.67976,-8.8115,-3.9729,-0.2924,-0.48627,-0.93634,-0.27155,0,subject1
1.4685,-9.4187,0.7,0.0055658999999999995,-0.86492,-0.67976,-8.9924,-3.9759,-0.59463,-0.48627,-0.93634,-0.27155,0,subject1
1.5818,-9.5177,0.7066,0.0055658999999999995,-0.86492,-0.67976,-9.0004,-3.9334,-0.3425,-0.48627,-0.93634,-0.27155,0,subject1
1.6536,-9.6374,0.618,0.0055658999999999995,-0.84803,-0.6836899999999999,-9.1685,-3.964,-0.39611,-0.49804,-0.95483,-0.24784,0,subject1
1.3974,-9.6485,0.5003,0.0055658999999999995,-0.84803,-0.6836899999999999,-8.9085,-3.964,-0.39611,-0.49804,-0.95483,-0.24784,0,subject1
1.5907,-9.579,0.51612,0.0055658999999999995,-0.84803,-0.6836899999999999,-8.7805,-4.0031,-0.31474,-0.49804,-0.95483,-0.24784,0,subject1
1.8708,-9.7545,0.7914,0.0055658999999999995,-0.84803,-0.6836899999999999,-8.7988,-3.8841,-0.41296000000000005,-0.49804,-0.95483,-0.24784,0,subject1
1.4732,-9.7841,0.7963600000000001,0.0037106,-0.8536600000000001,-0.67583,-8.827,-4.0342,-0.42046000000000006,-0.47647,-0.9425100000000001,-0.24784,0,subject1
1.6443,-9.6465,0.7007899999999999,0.0037106,-0.8536600000000001,-0.67583,-9.0536,-3.9257,-0.57129,-0.47647,-0.9425100000000001,-0.24784,0,subject1
1.6961,-9.7756,0.65318,0.0037106,-0.8536600000000001,-0.67583,-8.8995,-3.8241,-0.40995,-0.47647,-0.9425100000000001,-0.24784,0,subject1
1.6453,-9.9155,0.5311,-0.014842,-0.83865,-0.67976,-8.8065,-3.9746,-0.45915,-0.47255,-0.9466100000000001,-0.25,0,subject1
1.7479,-9.7249,0.7812399999999999,-0.014842,-0.83865,-0.67976,-8.8666,-4.0144,-0.4403,-0.47255,-0.9466100000000001,-0.25,0,subject1
1.5609,-9.6883,0.47911000000000004,-0.014842,-0.83865,-0.67976,-8.8687,-3.8343,-0.4313,-0.47255,-0.9466100000000001,-0.25,0,subject1
1.6147,-9.7855,0.6622899999999999,-0.014842,-0.83865,-0.67976,-9.0478,-3.9443,-0.42638000000000004,-0.47255,-0.9466100000000001,-0.25,0,subject1
1.4878,-9.6199,0.38805,-0.0037106,-0.8536600000000001,-0.6895899999999999,-8.8277,-4.0041,-0.40854,-0.48039,-0.96715,-0.24569000000000002,0,subject1
1.6827,-9.6489,0.46147,-0.0037106,-0.8536600000000001,-0.6895899999999999,-8.9884,-3.9441,-0.40554,-0.48039,-0.96715,-0.24569000000000002,0,subject1
1.6436,-9.7071,0.57275,-0.0037106,-0.8536600000000001,-0.6895899999999999,-8.9867,-3.9546,-0.45815,-0.48039,-0.96715,-0.24569000000000002,0,subject1
1.5492,-9.4197,0.60701,0.012987,-0.84615,-0.67976,-8.7183,-3.9541,-0.40604,-0.48627,-0.96304,-0.2694,0,subject1
1.5723,-9.777000000000001,0.51646,0.012987,-0.84615,-0.67976,-8.9217,-3.9529,-0.2914,-0.48627,-0.96304,-0.2694,0,subject1
1.6436,-9.6771,0.6055,0.012987,-0.84615,-0.67976,-8.8829,-4.0157,-0.5653699999999999,-0.48627,-0.96304,-0.2694,0,subject1
1.5716,-9.6177,0.60775,0.012987,-0.84615,-0.67976,-9.0202,-3.8936,-0.36135,-0.48627,-0.96304,-0.2694,0,subject1
1.6032,-9.6468,0.66911,0.0,-0.8405299999999999,-0.68566,-8.9111,-3.983,-0.30332,-0.48823999999999995,-0.9486700000000001,-0.25861999999999996,0,subject1
1.4258,-9.5007,0.42463999999999996,0.0,-0.8405299999999999,-0.68566,-8.7468,-3.8648,-0.48491000000000006,-0.48823999999999995,-0.9486700000000001,-0.25861999999999996,0,subject1
1.3647,-9.4305,0.5108699999999999,0.0,-0.8405299999999999,-0.68566,-8.9465,-3.835,-0.50425,-0.48823999999999995,-0.9486700000000001,-0.25861999999999996,0,subject1
1.4492,-9.7077,0.51869,0.0037106,-0.84615,-0.67976,-8.8559,-3.9449,-0.48891,-0.47843,-0.9425100000000001,-0.25431,0,subject1
1.643,-9.5878,0.63079,0.0037106,-0.84615,-0.67976,-8.758,-3.9542,-0.41646000000000005,-0.47843,-0.9425100000000001,-0.25431,0,subject1
1.4812,-9.6363,0.73092,0.0037106,-0.84615,-0.67976,-8.9906,-3.9732,-0.32366,-0.47843,-0.9425100000000001,-0.25431,0,subject1
1.6117,-9.5685,0.57936,0.011132,-0.8536600000000001,-0.6836899999999999,-8.9408,-3.8137,-0.36777,-0.47843,-0.9425100000000001,-0.25431,0,subject1
1.5794,-9.4601,0.52195,0.011132,-0.8536600000000001,-0.6836899999999999,-9.0964,-4.0344,-0.4413,-0.48235,-0.9486700000000001,-0.25216,0,subject1
1.5008,-9.7271,0.5599,0.011132,-0.8536600000000001,-0.6836899999999999,-8.9055,-3.8952,-0.51768,-0.48235,-0.9486700000000001,-0.25216,0,subject1
1.5205,-9.5778,0.64048,0.011132,-0.8536600000000001,-0.6836899999999999,-8.6939,-3.9555,-0.55194,-0.48235,-0.9486700000000001,-0.25216,0,subject1
1.7544,-9.5586,0.57086,0.027829000000000003,-0.8555299999999999,-0.6895899999999999,-8.9639,-4.0652,-0.51576,-0.4902,-0.94045,-0.24784,0,subject1
1.7645,-9.3987,0.7247899999999999,0.027829000000000003,-0.8555299999999999,-0.6895899999999999,-8.8217,-4.0659,-0.5887100000000001,-0.4902,-0.94045,-0.24784,0,subject1
1.6438,-9.5969,0.70326,0.027829000000000003,-0.8555299999999999,-0.6895899999999999,-8.7746,-3.8423,-0.23378000000000002,-0.4902,-0.94045,-0.24784,0,subject1
1.6248,-9.8156,0.61922,0.0,-0.86679,-0.67583,-8.728,-4.0638,-0.38027,-0.4902,-0.94045,-0.24784,0,subject1
1.6773,-9.693999999999999,0.89666,0.0,-0.86679,-0.67583,-8.8058,-4.0047,-0.47107,-0.46667,-0.9425100000000001,-0.25647,0,subject1
1.5935,-9.6463,0.72112,0.0,-0.86679,-0.67583,-8.7119,-4.0725,-0.24529,-0.46667,-0.9425100000000001,-0.25647,0,subject1
1.5823,-9.6672,0.60538,0.0,-0.86679,-0.67583,-8.8736,-4.0852,-0.51676,-0.46667,-0.9425100000000001,-0.25647,0,subject1
1.5794,-9.5601,0.4232,0.0,-0.86679,-0.6817300000000001,-8.8509,-4.0529,-0.28598,-0.47451000000000004,-0.95688,-0.26078,0,subject1
1.4416,-9.775,0.71316,0.0,-0.86679,-0.6817300000000001,-9.0958,-3.9549,-0.48941,-0.47451000000000004,-0.95688,-0.26078,0,subject1
1.6743,-9.6671,0.6167199999999999,0.0,-0.86679,-0.6817300000000001,-9.1849,-4.005,-0.50233,-0.47451000000000004,-0.95688,-0.26078,0,subject1
1.6634,-9.6777,0.5431600000000001,0.0,-0.8555299999999999,-0.67976,-8.7815,-3.8932,-0.31966,-0.47451000000000004,-0.95688,-0.26078,0,subject1
1.6135,-9.6467,0.6796300000000001,0.0,-0.8555299999999999,-0.67976,-8.863999999999999,-4.0252,-0.52418,-0.47451000000000004,-0.95688,-0.26078,0,subject1
1.5194,-9.4189,0.67966,0.0,-0.8555299999999999,-0.67976,-8.8575,-3.9444,-0.4368,-0.47451000000000004,-0.95688,-0.26078,0,subject1
1.7142,-9.4579,0.74216,0.0,-0.8555299999999999,-0.67976,-8.87,-4.0532,-0.31724,-0.47451000000000004,-0.95688,-0.26078,0,subject1
1.4179,-9.4784,0.6756800000000001,0.0,-0.8555299999999999,-0.67976,-8.9886,-3.924,-0.40454,-0.48235,-0.9507200000000001,-0.25216,0,subject1
1.4292,-9.6473,0.61526,0.0,-0.8555299999999999,-0.67976,-9.03,-4.0764,-0.64132,-0.48235,-0.9507200000000001,-0.25216,0,subject1
1.4085,-9.6475,0.59421,0.0,-0.8555299999999999,-0.67976,-8.8651,-3.9352,-0.51968,-0.48235,-0.9507200000000001,-0.25216,0,subject1
1.5421,-9.6166,0.71167,0.011132,-0.84615,-0.66994,-8.8947,-3.7758,-0.58463,-0.48823999999999995,-0.9466100000000001,-0.25,0,subject1
1.6847,-9.6369,0.67042,0.011132,-0.84615,-0.66994,-8.9089,-3.9838,-0.37627,-0.48823999999999995,-0.9466100000000001,-0.25,0,subject1
1.5413,-9.5574,0.69379,0.011132,-0.84615,-0.66994,-8.9332,-4.0455,-0.54602,-0.48823999999999995,-0.9466100000000001,-0.25,0,subject1
1.6822,-9.5894,0.46443,0.009276399999999999,-0.8424,-0.67976,-8.8298,-3.9336,-0.36335,-0.48823999999999995,-0.9466100000000001,-0.25,0,subject1
1.5209,-9.5875,0.66084,0.009276399999999999,-0.8424,-0.67976,-8.6341,-3.9953,-0.5331,-0.48039,-0.95688,-0.24353000000000002,0,subject1
1.4717,-9.7056,0.72735,0.009276399999999999,-0.8424,-0.67976,-8.9627,-4.0357,-0.5663699999999999,-0.48039,-0.95688,-0.24353000000000002,0,subject1
1.5495,-9.2994,0.74844,0.009276399999999999,-0.8424,-0.67976,-8.9297,-3.8838,-0.38169000000000003,-0.48039,-0.95688,-0.24353000000000002,0,subject1
1.6325,-9.4881,0.69817,0.027829000000000003,-0.8424,-0.66798,-8.8961,-3.7654,-0.5424399999999999,-0.48431,-0.9445600000000001,-0.26724000000000003,0,subject1
1.4682,-9.3591,0.7238100000000001,0.027829000000000003,-0.8424,-0.66798,-8.9359,-3.8353,-0.5251,-0.48431,-0.9445600000000001,-0.26724000000000003,0,subject1
1.7764,-9.587,0.70508,0.027829000000000003,-0.8424,-0.66798,-8.7536,-3.8958,-0.58021,-0.48431,-0.9445600000000001,-0.26724000000000003,0,subject1
1.5941,-9.6656,0.7618199999999999,0.009276399999999999,-0.85178,-0.66601,-8.9351,-3.9551,-0.51026,-0.48431,-0.9445600000000001,-0.26724000000000003,0,subject1
1.614,-9.6961,0.6875899999999999,0.009276399999999999,-0.85178,-0.66601,-8.7497,-3.9635,-0.35443,-0.5,-0.97536,-0.23922,0,subject1
